1	5
2	7
3	7
4	6
5	6
6	4
7	6
8	7
9	8
10	9
11	4
12	5
13	7
14	5
15	5
16	5
17	3
18	4
19	4
20	4
21	7
22	5
23	8
24	4
25	2
26	3
27	2
28	4
29	6
30	3
31	3
32	3
33	3
34	3
35	3
36	4
37	3
38	4
39	4
40	3
41	3
42	4
43	5
44	2
45	3
46	5
47	5
48	7
49	6
50	6
51	5
52	7
53	6
54	5
55	6
56	7
57	7
58	8
59	6
60	6
61	6
62	6
63	6
64	5
65	8
66	5
67	6
68	5
69	5
70	5
71	5
72	8
73	6
74	7
75	6
76	8
77	5
78	6
79	7
80	7
81	7
82	5
83	6
84	7
85	5
86	7
87	7
88	5
89	7
90	7
91	8
92	8
93	9
94	6
95	8
96	8
97	7
98	8
99	7
100	7
101	6
102	9
103	10
104	9
105	7
106	6
107	10
108	7
109	6
110	4
111	3
112	3
113	2
114	4
115	4
116	4
117	3
118	2
119	3
120	6
121	5
122	5
123	7
124	8
125	7
126	6
127	7
128	7
129	9
130	8
131	8
132	10
133	7
134	6
135	7
136	7
137	7
138	7
139	7
140	7
141	7
142	5
143	6
144	8
145	4
146	5
147	4
148	3
149	6
150	4
151	3
152	2
153	1
154	2
155	4
156	4
157	5
158	5
159	5
160	6
161	5
162	5
163	2
164	4
165	8
166	9
167	9
168	8
169	9
170	5
171	5
172	7
173	6
174	3
175	3
176	3
177	5
178	7
179	8
180	5
181	6
182	5
183	6
184	6
185	6
186	6
187	6
188	7
189	7
190	6
191	8
192	7
193	7
194	5
195	6
196	5
197	3
198	3
199	4
200	4
201	6
202	8
203	3
204	7
205	6
206	6
207	6
208	1
209	2
210	3
211	2
212	3
213	2
214	3
215	2
216	3
217	2
218	4
219	5
220	3
221	2
222	4
223	4
224	3
225	3
226	4
227	7
228	2
229	3
230	2
231	3
232	1
233	3
234	1
235	1
236	1
237	2
238	3
239	2
240	2
241	1
242	1
243	1
244	1
245	2
246	3
247	3
248	2
249	2
250	2
251	1
252	3
253	4
254	2
255	5
256	4
257	2
258	2
259	1
260	1
261	1
262	3
263	3
264	2
265	1
266	2
267	2
268	2
269	2
270	2
271	2
272	2
273	3
274	4
275	4
276	4
277	3
278	4
279	6
280	5
281	4
282	5
283	5
284	5
285	3
286	3
287	2
288	4
289	4
290	4
291	3
292	2
293	2
294	2
295	3
296	2
297	2
298	3
299	5
300	3
301	4
302	4
303	3
304	3
305	2
306	2
307	3
308	3
309	3
310	4
311	3
312	2
313	2
314	6
315	2
316	4
317	4
318	3
319	4
320	4
321	2
322	3
323	5
324	4
325	3
326	6
327	9
328	7
329	5
330	4
331	8
332	10
333	4
334	6
335	9
336	4
337	7
338	8
339	4
340	4
341	3
342	2
343	2
344	8
345	4
346	4
347	7
348	7
349	7
350	6
351	4
352	5
353	5
354	5
355	5
356	6
357	3
358	4
359	5
360	5
361	4
362	4
363	5
364	2
365	3
366	4
367	6
368	5
369	4
370	5
371	7
372	5
373	7
374	7
375	8
376	6
377	6
378	7
379	5
380	5
381	6
382	8
383	8
384	7
385	6
386	6
387	3
388	3
389	5
390	6
391	6
392	8
393	6
394	6
395	3
396	3
397	3
398	3
399	2
400	2
401	3
402	3
403	6
404	3
405	3
406	4
407	4
408	2
409	6
410	5
411	7
412	6
413	3
414	3
415	3
416	3
417	3
418	4
419	4
420	3
421	4
422	5
423	4
424	4
425	3
426	4
427	3
428	7
429	2
430	2
431	3
432	3
433	3
434	4
435	5
436	4
437	4
438	5
439	5
440	5
441	5
442	5
443	3
444	5
445	4
446	3
447	3
448	4
449	2
450	3
451	3
452	1
453	3
454	3
455	3
456	3
457	4
458	4
459	2
460	2
461	2
462	3
463	2
464	2
465	2
466	1
467	1
468	2
469	1
470	2
471	2
472	2
473	1
474	1
475	1
476	2
477	1
478	1
479	2
480	2
481	2
482	1
483	2
484	2
485	2
486	2
487	1
488	2
489	2
490	1
491	1
492	1
493	3
494	3
495	4
496	2
497	3
498	3
499	3
500	3
501	4
502	4
503	4
504	4
505	4
506	3
507	3
508	3
509	3
510	3
511	3
512	3
513	3
514	7
515	3
516	3
517	2
518	2
519	3
520	5
521	5
522	3
523	3
524	2
525	1
526	2
527	4
528	4
529	3
530	3
531	3
532	5
533	4
534	6
535	6
536	6
537	3
538	3
539	6
540	3
541	3
542	3
543	3
544	3
545	3
546	3
547	3
548	3
549	3
550	5
551	3
552	2
553	1
554	2
555	4
556	4
557	2
558	2
559	3
560	2
561	6
562	5
563	4
564	5
565	6
566	7
567	5
568	5
569	4
570	4
571	3
572	4
573	4
574	4
575	3
576	2
577	3
578	3
579	3
580	3
581	3
582	3
583	3
584	4
585	4
586	4
587	5
588	5
589	4
590	3
591	4
592	4
593	5
594	6
595	6
596	6
597	5
598	5
599	3
600	3
601	6
602	7
603	6
604	6
605	6
606	7
607	7
608	4
609	6
610	3
611	1
612	5
613	7
614	4
615	3
616	1
617	2
618	3
619	3
620	5
621	6
622	6
623	6
624	4
625	8
626	10
627	6
628	3
629	4
630	4
631	3
632	4
633	3
634	4
635	2
636	2
637	3
638	2
639	4
640	3
641	4
642	5
643	4
644	5
645	3
646	2
647	5
648	5
649	6
650	3
651	5
652	3
653	4
654	6
655	3
656	4
657	4
658	3
659	3
660	4
661	4
662	7
663	10
664	7
665	6
666	3
667	5
668	6
669	7
670	5
671	4
672	6
673	5
674	4
675	6
676	5
677	4
678	4
679	4
680	4
